,relevant_sentences,sent_count_x,rel_match_all,sent_count_y,company_label,company_index,sent_index,label
74,"CarbonPoint Solutions provides technology to concentrate and capture CO2 for utilization or sequestration, with applications including engines and turbines at oil and gas sites, distributed power and industrial plants, and waste-to-energy sites.",32,"CarbonPoint Solutions provides technology to concentrate and capture CO2 for utilization or sequestration, with applications including engines and turbines at oil and gas sites, distributed power and industrial plants, and waste-to-energy sites.",32,Caterpillar,0011,0258,rel
75,"In 2021, over 35% of our electrical energy was obtained from renewable or alternative sources.",15,"CATERPILLAR 2021 SUSTAINABILITY REPORT 57 2018 2019 2020 2021 GOAL 2030 PERSPECTIVE ENERGY — OPERATIONS (continued) Grid electricity % N/A 83.8 87.3 86.7 N/A In 2021, over 35% of our electrical energy was obtained from renewable or alternative sources.",39,Caterpillar,0011,0548,rel
76,"In 2021, we reduced our energy intensity by 12% from our 2018 baseline.",13,"Renewable energy 1, 2 % 17.4 21.2 21.0 24.2 N/A Alternative energy 3 % 15.1 14.3 12.0 13.0 N/A Energy intensity /A/ absolute gigajoules energy use/million dollars of sales and revenues 461 445 463 404 N/A In 2021, we reduced our energy intensity by 12% from our 2018 baseline.",49,Caterpillar,0011,0549,rel
77,Our absolute GHG emissions decreased 32% from 2018 to 2021.,10,"Absolute greenhouse gas (GHG) emissions /A/ 5, 12 million metric tons CO2e 2.22 1.78 1.47 1.51 1.55 Our absolute GHG emissions decreased 32% from 2018 to 2021.",27,Caterpillar,0011,0550,rel
78,"In 2021, we reduced our GHG emissions intensity by 27% from our 2018 baseline.",14,"Scope 1 Direct emissions /A/ 12 million metric tons 0.94 0.91 0.70 0.74 N/A Scope 2 /A/ Market-based indirect emissions from purchased electricity, heat or steam 4, 12 million metric tons 1.28 0.87 0.77 0.77 N/A Scope 2 /A/ Location-based 4 million metric tons 1.32 0.93 0.83 0.85 N/A GHG intensity /A/ 5, 12 absolute metric tons of CO2e/million dollars of sales and revenues 40.6 33.0 35.0 29.7 N/A In 2021, we reduced our GHG emissions intensity by 27% from our 2018 baseline.",83,Caterpillar,0011,0551,rel
79,"Product take-back by weight 7, 8 millions of pounds of end-of-life material received 155 153 131 127 Product take-back by percentage 7, 8 % of actual end-of-life returns/eligible returns 92% 91% 89% 88%",33,"Product take-back by weight 7, 8 millions of pounds of end-of-life material received 155 153 131 127 N/A Product take-back by percentage 7, 8 % of actual end-of-life returns/eligible returns 92% 91% 89% 88% N/A PHILANTHROPY Community investments millions of dollars $27 $28.6 $37.9 $41 N/A Since 1952, the Caterpillar Foundation has contributed nearly $851 million to help make sustainable progress possible around the world by building resilient communities that thrive in a rapidly changing world.",76,Caterpillar,0011,0566,rel
80,"In 2021, we reduced Scope 1 and 2 carbon emissions per dollar of gross profit by 47%.",17,"14 2021 PROGRESS In 2021, we reduced Scope 1 and 2 carbon emissions per dollar of gross profit by 47%.",20,Lockheed,0012,0168,rel
81,This called our Go Green gated capital cycle.,8,This is called our Go Green gated capital cycle.,9,Lockheed,0012,0183,rel
82,"In 2021, the Environment, Safety and Health and facilities teams completed 64 energy efficiency projects that resulted in annual savings of 40.0 million kilowatt-hours of electricity and 17,200 MMBTU of natural gas, and the avoidance of $3.8 million in utility and maintenance costs.",43,"In 2021, the Environment, Safety and Health and facilities teams completed 64 energy efficiency projects that resulted in annual savings of 40.0 million kilowatt-hours of electricity and 17,200 MMBTU of natural gas, and the avoidance of $3.8 million in utility and maintenance costs.",43,Lockheed,0012,0184,rel
83,This Go Green gated capital cycle is a centerpiece of our energy,12,This Go Green gated capital cycle is a centerpiece of our energy reduction and renewable energy strategy whereby projects that meet certain performance and financial thresholds are added to each business area’s overall capital plan.,35,Lockheed,0012,0185,rel
84,"In 2021, we met expectations by using renewable energy for 22% of our total electricity across Lockheed Martin global operations.",20,"15 2021 PROGRESS In 2021, we met expectations by using renewable energy for 22% of our total electricity across Lockheed Martin global operations.",23,Lockheed,0012,0201,rel
85,"number 28 on the U.S. Environmental Protection Agency Green Power Partnership’s list of Top 30 on-site generators and at Since 2008, we have installed 13 on- site solar systems and one biomass facility, for a total of 10.3 megawatts of capacity.",41,"Since 2008, we have installed 13 on- site solar systems and one biomass facility, for a total of 10.3 megawatts of capacity.",22,Lockheed,0012,0204,rel
86,Achieve 55% absolute reduction in Scope 1 and 2 GHG from 2017 baseline1 • Maintain net-zero emissions for Scope 1 and 2 • Achieve 100% renewable electricity,27,"Sustainability Goals Goal Statement 2030 Target Accomplishments Employee Safety & Well-Being We value human life and well-being above all else and take action accordingly; we strive to prevent all workplace injuries • Top quartile Recordable Injury Rate (among sector benchmarked performance) • ≥90% believe their manager supports their well-being • 13% Reduction in 2021 OSHA recordable cases compared with 2020 • Deployed EHS Strategic Framework to achieve step function change in program performance • 90% of employees surveyed responded positively when asked if they believe their manager supports their well-being • Launched virtual tutoring and virtual therapy appointments; doubled back up care benefit in 2021 Global Aerospace Safety Drive aerospace safety to prevent accidents, injury or loss of life with our Boeing culture and actions rooted in safety • Drive aerospace safety via global aerospace safety initiatives to maintain downward trend of worldwide commercial jet fleet 10 Year Moving Average Fatal Accident Rate • Steady progress implementing our enterprise SMS & strengthening our safety culture; a continuous improvement journey • Established the independent Chief Aerospace Safety Office to align critical safety functions under one organization • Incorporated product safety, employee safety and quality metrics into our primary annual incentive structures • Implementing competency based training through programs, product deployments and regulatory course approvals Equity, Diversity & Inclusion Address representation gaps and strengthen equity, diversity and inclusion so that all team members feel supported and inspired to reach their full potential • Increase representation of women globally and underrepresented racial/ ethnic minorities in the U.S. • Increased women and racial/ethnic minority representation at Boeing overall in 2021 as compared with the prior year • Launched Seek, Speak, Listen (SS&L) habits to strengthen culture of inclusion and achieve better business outcomes • 96.6% of teammates completed SS&L training; 85% of teammates surveyed reported using the habits daily • Increased transparency in GEDI Report by sharing data on women of color, disability, gender identity and sexual orientation for the first time Sustainable Operations Maintain net-zero future for Boeing operations (Scope 1 and 2) through conservation and renewable energy Partner with supply chain for responsible business practices • Achieve 55% absolute reduction in Scope 1 and 2 GHG from 2017 baseline1 • Maintain net-zero emissions for Scope 1 and 2 • Achieve 100% renewable electricity • Work with our suppliers to increase GHG reporting and proactively address climate change driven risks • Achieved 15% absolute GHG reduction at year end 2021 from 2017 baseline toward 2030 goal (Scope 1 and 2)1 • Maintained net-zero emissions for Scope 1 and 2 for second year in a row • Achieved 28% renewable electricity in 2021 • Implemented supplier code of conduct aligned to ESG elements including climate change and environment priorities • Launched supplier engagement via CDP Climate Change submissions to report emissions, assess reduction targets/progress and identify collaboration opportunities Innovation & Clean Tech Enable the transition to carbon neutral aerospace through investments and partnerships for fleet efficiency improvements, sustainable aviation fuel and future platform technologies • Support the commercial aviation industry’s ambition to achieve net-zero carbon emissions for global civil aviation operations by 2050 • Current and future commercial airplanes will be 100% SAF capable • Build and certify our first zero-emission, electric, autonomous aircraft • Launched five-year ecoDemonstrator program partnership with NASA to collect and analyze data on SAF emissions • Partnered with SkyNRG to scale up the availability and use of SAF • Purchased 2M gallons of SAF, in 2021, for use in 2022 commercial operations • Announced $450M investment in the Wisk JV and increased Boeing-Wisk engineering collaboration effort with 100+ engineers working on avionics, autonomy, certification, electrification and model-based systems engineering Community Engagement Build better, more equitable communities through corporate investments, employee engagement programs and advocacy efforts • Expand opportunities for more than 12.5 million youth, veterans, veteran’s families and underserved individuals across communities around the world • Reached 2.7M young women and girls in STEM through community programs, grants and sponsorships • Invested $13M across 108 grants supporting skills development and training for veterans • Supported 107K students in 158 schools via grant to Medical University of South Carolina school-based wellness initiative • Funded Northwestern University FUSE STEAM Chicagoland program serving 6,000 under-represented students 1.",705,Boeing,0013,0163,rel
87,Achieved 28% renewable electricity in 2021 on our path to 100% in 2030,13,"Goal: Sustainable Operations Maintain a net-zero future for Boeing manufacturing and work-site operations through conservation, renewable energy and responsible offsets Partner with the supply chain for responsible business practices 2021 Highlights Manufacturing and other facilities achieved NET-ZERO CO2e emissions again in 2021 Since 2017, Boeing has reduced greenhouse gas emissions from our operations1 by 25% Achieved 28% renewable electricity in 2021 on our path to 100% in 2030 Received EPA ENERGY STAR Partner of the Year Award for Sustained Excellence 72,000 employee actions taken in a month in support of the Battle of the Buildings conservation program Boeing spent $4B+ with small and diverse suppliers Supplier Code of Conduct implemented 1.",111,Boeing,0013,0700,rel
