,matched_rel,original_rel,company_label,matched_rel_only
62,"('Communities Description Unit 2021 Colleague and matching gift donations20 $USD Millions 5.1 Volunteer hours donated to the community21 Hours 105,000+ Students reached through STEM programs22 # 100,000+ Educators reached through STEM programs23 # 6,600+ Number of STEM events24 # 1,050+ Environment Description Unit 2021 Sustainable products ENERGY STAR-certified products # 250+ ACT-labeled products* # 470 Greener product categories25 # 60 Environmental indicators26* Climate Scope 1 (fossil fuels and refrigerants)† Metric tons CO2e (MTCO2e) 298,043 Scope 2, market based (electricity and steam)† MTCO2e 314,972 Total: Scope 1 and 2 MTCO2e 613,015 Scope 1 and 2 absolute reduction since 2018 (Target: 30% by 2030) % 12 Scope 1 and 2 intensity MTCO2e / Millions $USD revenue 15.6 Scope 2, location based (electricity and steam)† MTCO2e 365,356 Scope 3 MTCO2e 11,232,116 Purchased goods and services (category 1) MTCO2e 6,121,014 Capital goods (category 2) MTCO2e 224,832 Upstream/downstream energy- and water-related activities (category 3) MTCO2e 130,493 Upstream/downstream distribution (category 4) MTCO2e 2,283,076 Waste generated in operations (category 5) MTCO2e 11,971 Business travel (category 6) MTCO2e 41,013 Colleague commuting and work from home (category 7) MTCO2e 190,837 Upstream leased assets (category 8) MTCO2e 0 Downstream transportation and distribution (category 9) MTCO2e —27 *This indicator or set of indicators is being included in this report for the first time.', 89)","Scope 2, market based (electricity and steam)† 314,972",0009,"Communities Description Unit 2021 Colleague and matching gift donations20 $USD Millions 5.1 Volunteer hours donated to the community21 Hours 105,000+ Students reached through STEM programs22 # 100,000+ Educators reached through STEM programs23 # 6,600+ Number of STEM events24 # 1,050+ Environment Description Unit 2021 Sustainable products ENERGY STAR-certified products # 250+ ACT-labeled products* # 470 Greener product categories25 # 60 Environmental indicators26* Climate Scope 1 (fossil fuels and refrigerants)† Metric tons CO2e (MTCO2e) 298,043 Scope 2, market based (electricity and steam)† MTCO2e 314,972 Total: Scope 1 and 2 MTCO2e 613,015 Scope 1 and 2 absolute reduction since 2018 (Target: 30% by 2030) % 12 Scope 1 and 2 intensity MTCO2e / Millions $USD revenue 15.6 Scope 2, location based (electricity and steam)† MTCO2e 365,356 Scope 3 MTCO2e 11,232,116 Purchased goods and services (category 1) MTCO2e 6,121,014 Capital goods (category 2) MTCO2e 224,832 Upstream/downstream energy- and water-related activities (category 3) MTCO2e 130,493 Upstream/downstream distribution (category 4) MTCO2e 2,283,076 Waste generated in operations (category 5) MTCO2e 11,971 Business travel (category 6) MTCO2e 41,013 Colleague commuting and work from home (category 7) MTCO2e 190,837 Upstream leased assets (category 8) MTCO2e 0 Downstream transportation and distribution (category 9) MTCO2e —27 *This indicator or set of indicators is being included in this report for the first time."
63,,"Use of sold products (category 11) 2,228,880 Total leased vehicles 7,514 Battery electric vehicles (BEV) 16 Renewable electricity† 258,848 On-site generation† 10,760 PPA/supply contract† 131,029 Environmental attribute certificates30† 117,059 Renewable electricity (% of total electricity) 22 Renewable energy (% of total energy) 10",0009,
64,"('In 2021, we increased the number of facilities sourcing renewable energy, including our major North American sites in Rhode Island and our headquarters in California; our aim is for all Amgen facilities, wherever feasible, to procure 100% renewable electricity by 2027 .', 100)","Through innovative manufacturing technologies implemented at our manufacturing facility in Singapore , we reduced carbon emissions by 69% and water use by 54%, as compared to conventional biotechnology manufacturing .26 In 2021, we increased the number of facilities sourcing renewable energy, including our major North American sites in Rhode Island and our headquarters in California; our aim is for all Amgen facilities, wherever feasible, to procure 100% renewable electricity by 2027 Our At the end of 2021, renewable electricity accounted for 79% of our total electricity consumption, compared to 41% in 2020 We achieved this increase in renewable electricity through the purchase of renewable energy certificates for electricity consumption at our North American facilities WATER ENVIRONMENTAL",0010,"In 2021, we increased the number of facilities sourcing renewable energy, including our major North American sites in Rhode Island and our headquarters in California; our aim is for all Amgen facilities, wherever feasible, to procure 100% renewable electricity by 2027 ."
65,"('Nevertheless, as of January 1, 2022, Barrera’s team has placed orders for 195 electric vehicles, which have been assigned to field staff .', 100)","“It Nevertheless, as of January 1, 2022, Barrera’s team has placed orders for 195 electric vehicles, which have been assigned to field staff",0010,"Nevertheless, as of January 1, 2022, Barrera’s team has placed orders for 195 electric vehicles, which have been assigned to field staff ."
66,"('ENERGY In 2021, we increased the amount of renewable energy in our purchased electricity to 79% compared to 41% in 2020 .', 100)","ENERGY In 2021, we increased the amount of renewable energy in our purchased electricity to 79% compared to 41% in 2020 We purchased in-country renewable energy certificates to make our facilities in Thousand Oaks, CA; West Greenwich, RI; Louisville, KY; Cambridge, MA; Breda, Netherlands; and Singapore use 100% renewable electricity This 2021 Energy Use by Source",0010,"ENERGY In 2021, we increased the amount of renewable energy in our purchased electricity to 79% compared to 41% in 2020 ."
67,"('This represents a 36% reduction from the previous year and was primarily achieved through the increased procurement of renewable electricity, as discussed above, for our North American facilities .', 100)","Carbon emissions from onsite combustion of fuel and purchased energy in 2021 decreased by 88,000 metric tons (MT) from 2020 This represents a 36% reduction from the previous year and was primarily achieved through the increased procurement of renewable electricity, as discussed above, for our North American facilities Carbon * ENVIRONMENTAL",0010,"This represents a 36% reduction from the previous year and was primarily achieved through the increased procurement of renewable electricity, as discussed above, for our North American facilities ."
68,,"For example, renewable liquid fuels like hydrotreated vegetable oil (HVO) are being used in our C175-20 engines to provide stand by power at a Microsoft data center in Sweden.",0011,
69,,HVO can reduce carbon intensity by 45% to 85% versus diesel.,0011,
70,,"The D6E XE high-drive dozer, for example, offers up to 35% better fuel efficiency and up to 23% less fuel usage than previous models.",0011,
71,,"The 795 electric drive mining truck with a diesel-electric drivetrain has been paired with a trolley-assist system that allows the truck to use electric power while traveling uphill, and then switch back to diesel operation if electricity isn’t readily available.",0011,
72,,The trolley system reduces fuel burn by more than 90% while on trolley.,0011,
73,"('We began offering generator sets configured to use 100% hydrogen 2030 GOAL and automated fleets of mining machinery.', 90)",We began offering generator sets configured to use 100% hydrogen and automated fleets of mining machinery.,0011,We began offering generator sets configured to use 100% hydrogen 2030 GOAL and automated fleets of mining machinery.
74,"('COMMITMENT TO MORE SUSTAINABLE PRODUCTS Customers can reduce emissions up to 45% utilizing products with advanced technology such as the D6 XE, 966 XE, 972 XE, 980 XE, 982 XE, 320 or 336.', 100)","Customers can reduce emissions up to 45% utilizing products with advanced technology such as the D6 XE, 966 XE, 972 XE, 980 XE, 982 XE, 320 or 336.",0011,"COMMITMENT TO MORE SUSTAINABLE PRODUCTS Customers can reduce emissions up to 45% utilizing products with advanced technology such as the D6 XE, 966 XE, 972 XE, 980 XE, 982 XE, 320 or 336."
75,"('Deep system integration of the Cat CVT, engine, hydraulic and cooling systems significantly improve fuel efficiency up to 35%.', 100)","Further, Deep system integration of the Cat CVT, engine, hydraulic and cooling systems significantly improve fuel efficiency up to 35%.",0011,"Deep system integration of the Cat CVT, engine, hydraulic and cooling systems significantly improve fuel efficiency up to 35%."
76,"('The Next Gen Cat 966 XE and 972 XE Wheel Loaders — updated in late 2021—also improve fuel efficiencies up to 35% compared to the previous powershift models.', 100)",The Next Gen Cat 966 XE and 972 XE Wheel Loaders — updated in late 2021—also improve fuel efficiencies up to 35% compared to the previous powershift models.,0011,The Next Gen Cat 966 XE and 972 XE Wheel Loaders — updated in late 2021—also improve fuel efficiencies up to 35% compared to the previous powershift models.
77,"('FUEL EFFICIENT LARGE DOZERS The D11 XE large dozer is our highest producing, most fuel-efficient Cat dozer ever.', 100)","The D11 XE large dozer is our highest producing, most fuel-efficient Cat dozer ever.",0011,"FUEL EFFICIENT LARGE DOZERS The D11 XE large dozer is our highest producing, most fuel-efficient Cat dozer ever."
78,"('Equipped with an electric drive powertrain, it reduces fuel consumption by up to 25% with a machine lifespan up to 20% longer.', 100)","Equipped with an electric drive powertrain, it reduces fuel consumption by up to 25% with a machine lifespan up to 20% longer.",0011,"Equipped with an electric drive powertrain, it reduces fuel consumption by up to 25% with a machine lifespan up to 20% longer."
79,"('We also updated our D10 series dozers, which now use 4% less fuel while offering a 3% boost in productivity.', 100)","We also updated our D10 series dozers, which now use 4% less fuel while offering a 3% boost in productivity.",0011,"We also updated our D10 series dozers, which now use 4% less fuel while offering a 3% boost in productivity."
80,"('REDUCED EMISSIONS LARGE WHEEL LOADERS The Cat 992 Large Wheel Loader has set the standard in its size class for more than 50 years.', 100)",The Cat 992 Large Wheel Loader has set the standard in its size class for more than 50 years.,0011,REDUCED EMISSIONS LARGE WHEEL LOADERS The Cat 992 Large Wheel Loader has set the standard in its size class for more than 50 years.
81,"('In 2021, we raised the bar with our new 992, which has been demonstrated to produce up to 32% less emissions than its 992K counterpart.', 100)","In 2021, we raised the bar with our new 992, which has been demonstrated to produce up to 32% less emissions than its 992K counterpart.",0011,"In 2021, we raised the bar with our new 992, which has been demonstrated to produce up to 32% less emissions than its 992K counterpart."
