,matched_rel,original_rel,company_label,matched_rel_only
64,"('We achieved this increase in renewable electricity through the purchase of renewable energy certificates for electricity  consumption at our North American facilities .', 100)","Through innovative manufacturing technologies ENVIRONMENTAL implemented at our manufacturing facility in Singapore , we reduced carbon emissions by 69% and water use by 54%, as compared to conventional biotechnology manufacturing .26 In 2021, we increased the number of WATER facilities sourcing renewable energy, including our major North American sites in Rhode Island and our headquarters in California; our aim is for all Amgen facilities, wherever feasible, to procure 100% renewable electricity by 2027 Our At the end of 2021, renewable electricity accounted for 79% of our total electricity consumption, compared to 41% in 2020 We achieved this increase in renewable electricity through the purchase of renewable energy certificates for electricity consumption at our North American facilities",Amgen,We achieved this increase in renewable electricity through the purchase of renewable energy certificates for electricity  consumption at our North American facilities .
65,"('Nevertheless, as of January 1, 2022, Barrera’s team has placed  orders for 195 electric vehicles, which have been assigned  to field staff .', 99)","“It Nevertheless, as of January 1, 2022, Barrera’s team has placed orders for 195 electric vehicles, which have been assigned to field staff",Amgen,"Nevertheless, as of January 1, 2022, Barrera’s team has placed  orders for 195 electric vehicles, which have been assigned  to field staff ."
66,"('ENERGY In 2021, we increased the amount of renewable energy in  our purchased electricity to 79% compared to 41% in 2020 .', 99)","ENERGY In 2021, we increased the amount of renewable energy in our purchased electricity to 79% compared to 41% in 2020 We purchased in-country renewable energy certificates to make our facilities in Thousand Oaks, CA; West Greenwich, RI; Louisville, KY; Cambridge, MA; Breda, Netherlands; and Singapore use 100% renewable electricity This 2021 Energy Use by Source",Amgen,"ENERGY In 2021, we increased the amount of renewable energy in  our purchased electricity to 79% compared to 41% in 2020 ."
67,"('This represents a 36% reduction from  the previous year and was primarily achieved through the  increased procurement of renewable electricity, as discussed  above, for our North American facilities .', 98)","Carbon emissions from onsite combustion of fuel and * ENVIRONMENTAL purchased energy in 2021 decreased by 88,000 metric tons (MT) from 2020 This represents a 36% reduction from the previous year and was primarily achieved through the increased procurement of renewable electricity, as discussed above, for our North American facilities Carbon",Amgen,"This represents a 36% reduction from  the previous year and was primarily achieved through the  increased procurement of renewable electricity, as discussed  above, for our North American facilities ."
68,"('For example, renewable liquid fuels like  hydrotreated vegetable oil (HVO) are being  used in our C175-20 engines to provide  stand by power at a Microsoft data center   in Sweden.', 97)","For example, renewable liquid fuels like hydrotreated vegetable oil (HVO) are being used in our C175-20 engines to provide stand by power at a Microsoft data center in Sweden.",Caterpillar,"For example, renewable liquid fuels like  hydrotreated vegetable oil (HVO) are being  used in our C175-20 engines to provide  stand by power at a Microsoft data center   in Sweden."
69,"('HVO can reduce carbon intensity  by 45% to 85% versus diesel.', 98)",HVO can reduce carbon intensity by 45% to 85% versus diesel.,Caterpillar,HVO can reduce carbon intensity  by 45% to 85% versus diesel.
70,"('The D6E XE   high-drive dozer, for example, offers up   to 35% better fuel efficiency and up to   23% less fuel usage than previous models.', 95)","The D6E XE high-drive dozer, for example, offers up to 35% better fuel efficiency and up to 23% less fuel usage than previous models.",Caterpillar,"The D6E XE   high-drive dozer, for example, offers up   to 35% better fuel efficiency and up to   23% less fuel usage than previous models."
71,"('The 795 electric drive mining truck with a  diesel-electric drivetrain has been paired with  a trolley-assist system that allows the truck  to use electric power while traveling uphill,  and then switch back to diesel operation if  electricity isn’t readily available.', 98)","The 795 electric drive mining truck with a diesel-electric drivetrain has been paired with a trolley-assist system that allows the truck to use electric power while traveling uphill, and then switch back to diesel operation if electricity isn’t readily available.",Caterpillar,"The 795 electric drive mining truck with a  diesel-electric drivetrain has been paired with  a trolley-assist system that allows the truck  to use electric power while traveling uphill,  and then switch back to diesel operation if  electricity isn’t readily available."
72,"('The trolley  system reduces fuel burn by more than   90% while on trolley.', 96)",The trolley system reduces fuel burn by more than 90% while on trolley.,Caterpillar,The trolley  system reduces fuel burn by more than   90% while on trolley.
73,"('We began  offering generator sets configured to use 100% hydrogen  and automated fleets of mining machinery.', 98)",We began offering generator sets configured to use 100% hydrogen and automated fleets of mining machinery.,Caterpillar,We began  offering generator sets configured to use 100% hydrogen  and automated fleets of mining machinery.
74,"('CATERPILLAR 2021 SUSTAINABILITY REPORT 24 COMMITMENT TO MORE SUSTAINABLE PRODUCTS Customers can reduce emissions up to 45% utilizing products with  advanced technology such as the D6 XE, 966 XE, 972 XE, 980 XE,  982 XE, 320 or 336.', 99)","Customers can reduce emissions up to 45% utilizing products with advanced technology such as the D6 XE, 966 XE, 972 XE, 980 XE, 982 XE, 320 or 336.",Caterpillar,"CATERPILLAR 2021 SUSTAINABILITY REPORT 24 COMMITMENT TO MORE SUSTAINABLE PRODUCTS Customers can reduce emissions up to 45% utilizing products with  advanced technology such as the D6 XE, 966 XE, 972 XE, 980 XE,  982 XE, 320 or 336."
75,"('Deep  system integration of the Cat CVT, engine, hydraulic and cooling  systems significantly improve fuel efficiency up to 35%.', 99)","Further, Deep system integration of the Cat CVT, engine, hydraulic and cooling systems significantly improve fuel efficiency up to 35%.",Caterpillar,"Deep  system integration of the Cat CVT, engine, hydraulic and cooling  systems significantly improve fuel efficiency up to 35%."
76,"('The Next  Gen Cat 966 XE and 972 XE Wheel Loaders — updated in late  2021—also improve fuel efficiencies up to 35% compared to the  previous powershift models.', 98)",The Next Gen Cat 966 XE and 972 XE Wheel Loaders — updated in late 2021—also improve fuel efficiencies up to 35% compared to the previous powershift models.,Caterpillar,The Next  Gen Cat 966 XE and 972 XE Wheel Loaders — updated in late  2021—also improve fuel efficiencies up to 35% compared to the  previous powershift models.
77,"('CATERPILLAR 2021 SUSTAINABILITY REPORT 26 FUEL EFFICIENT LARGE DOZERS  The D11 XE large dozer is our highest producing, most fuel-efficient   Cat dozer ever.', 98)","The D11 XE large dozer is our highest producing, most fuel-efficient Cat dozer ever.",Caterpillar,"CATERPILLAR 2021 SUSTAINABILITY REPORT 26 FUEL EFFICIENT LARGE DOZERS  The D11 XE large dozer is our highest producing, most fuel-efficient   Cat dozer ever."
78,"('Equipped with an electric drive powertrain, it reduces   fuel consumption by up to 25% with a machine lifespan up to   20% longer.', 97)","Equipped with an electric drive powertrain, it reduces fuel consumption by up to 25% with a machine lifespan up to 20% longer.",Caterpillar,"Equipped with an electric drive powertrain, it reduces   fuel consumption by up to 25% with a machine lifespan up to   20% longer."
79,"('We also updated our D10 series dozers, which now   use 4% less fuel while offering a 3% boost in productivity.', 98)","We also updated our D10 series dozers, which now use 4% less fuel while offering a 3% boost in productivity.",Caterpillar,"We also updated our D10 series dozers, which now   use 4% less fuel while offering a 3% boost in productivity."
80,"('REDUCED EMISSIONS LARGE WHEEL LOADERS The Cat 992 Large Wheel Loader has set the standard in its size  class for more than 50 years.', 99)",The Cat 992 Large Wheel Loader has set the standard in its size class for more than 50 years.,Caterpillar,REDUCED EMISSIONS LARGE WHEEL LOADERS The Cat 992 Large Wheel Loader has set the standard in its size  class for more than 50 years.
81,"('In 2021, we raised the bar with our  new 992, which has been demonstrated to produce up to 32% less  emissions than its 992K counterpart.', 99)","In 2021, we raised the bar with our new 992, which has been demonstrated to produce up to 32% less emissions than its 992K counterpart.",Caterpillar,"In 2021, we raised the bar with our  new 992, which has been demonstrated to produce up to 32% less  emissions than its 992K counterpart."
82,"('CarbonPoint Solutions provides technology to concentrate and  capture CO2 for utilization or sequestration, with applications  including engines and turbines at oil and gas sites, distributed  power and industrial plants, and waste-to-energy sites.', 99)","CarbonPoint Solutions provides technology to concentrate and capture CO2 for utilization or sequestration, with applications including engines and turbines at oil and gas sites, distributed power and industrial plants, and waste-to-energy sites.",Caterpillar,"CarbonPoint Solutions provides technology to concentrate and  capture CO2 for utilization or sequestration, with applications  including engines and turbines at oil and gas sites, distributed  power and industrial plants, and waste-to-energy sites."
83,"('CATERPILLAR 2021 SUSTAINABILITY REPORT 57 2018 2019 2020 2021 GOAL  2030 PERSPECTIVE ENERGY — OPERATIONS (continued) Grid electricity  % N/A 83.8 87.3 86.7 N/A In 2021, over 35% of our electrical energy was obtained from renewable  or alternative sources.', 99)","In 2021, over 35% of our electrical energy was obtained from renewable or alternative sources.",Caterpillar,"CATERPILLAR 2021 SUSTAINABILITY REPORT 57 2018 2019 2020 2021 GOAL  2030 PERSPECTIVE ENERGY — OPERATIONS (continued) Grid electricity  % N/A 83.8 87.3 86.7 N/A In 2021, over 35% of our electrical energy was obtained from renewable  or alternative sources."
84,"('Renewable energy 1, 2   % 17.4 21.2 21.0 24.2 N/A Alternative energy 3   % 15.1 14.3 12.0 13.0 N/A Energy intensity /A/   absolute gigajoules energy   use/million dollars of sales   and revenues 461 445 463 404 N/A In 2021, we reduced our energy intensity by 12% from our 2018  baseline.', 99)","In 2021, we reduced our energy intensity by 12% from our 2018 baseline.",Caterpillar,"Renewable energy 1, 2   % 17.4 21.2 21.0 24.2 N/A Alternative energy 3   % 15.1 14.3 12.0 13.0 N/A Energy intensity /A/   absolute gigajoules energy   use/million dollars of sales   and revenues 461 445 463 404 N/A In 2021, we reduced our energy intensity by 12% from our 2018  baseline."
